CAUSATIVE FACTORS OF ROAD TRAFFIC CRASHES ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4 2020,,,,,,,,,,,,,,,,,,,,Q1 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2021 CAUSATIVE FACTORS OF ROAD TRAFFIC CRASHES  ,,,,,,,,,,,,,,,,,,,,Q4 2021 CAUSATIVE FACTORS OF ROAD TRAFFIC CRASHES  ,,,,,,,,,,,,,,,,,,,,Q1 2022 CAUSATIVE FACTORS OF ROAD TRAFFIC CRASHES  ,,,,,,,,,,,,,,,,,,,,Q2 2022 CAUSATIVE FACTORS OF ROAD TRAFFIC CRASHES  ,,,,,,,,,,,,,,,,,,,,Q3 2022 CAUSATIVE FACTORS OF ROAD TRAFFIC CRASHES  ,,,,,,,,,,,,,,,,,,,,Q4 2022 CAUSATIVE FACTORS OF ROAD TRAFFIC CRASHES  ,,,,,,,,,,,,,,,,,,,,Q1 2023 CAUSATIVE FACTORS OF ROAD TRAFFIC CRASHES  ,,,,,,,,,,,,,,,,,,,,Q2 2023 CAUSATIVE FACTORS OF ROAD TRAFFIC CRASHES  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,TOTAL,STATE,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,TOTAL,STATE,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,TOTAL,STATE,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,TOTAL,STATE,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,TOTAL,STATE,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,TOTAL,STATE,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,TOTAL,STATE,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,TOTAL,STATE,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,TOTAL,STATE,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,TOTAL,STATE,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abia,19,0,4,0,3,0,0,5,0,0,3,0,0,0,0,0,2,1,37,Abia,7,0,10,1,4,0,0,3,0,0,3,0,0,0,0,0,7,1,36,Abia,20,0,1,1,1,1,0,0,3,0,4,0,0,0,0,0,0,1,32,Abia,4,0,5,0,5,0,0,4,2,0,3,0,0,1,0,0,0,0,24,Abia,8,0,2,0,7,0,0,2,1,0,2,0,0,0,0,2,0,3,27,Abia,20,0,5,1,8,0,0,3,0,0,2,1,0,1,0,0,0,0,41,Abia,21,0,7,0,5,0,0,1,2,0,0,1,0,0,0,0,0,5,42,Abia,22,0,6,0,3,0,0,2,3,0,3,0,0,0,0,0,0,2,41,Abia,12,0,6,1,7,0,0,0,1,0,0,0,0,0,0,0,0,8,35,Abia,7,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,14,Abia,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adamawa,57,0,3,2,0,1,0,17,1,0,3,10,0,0,0,0,0,0,94,Adamawa,60,0,7,0,0,4,0,16,0,0,5,14,1,0,0,0,3,0,110,Adamawa,70,0,3,3,0,0,0,11,1,0,3,14,0,0,0,0,2,0,107,Adamawa,66,0,2,1,0,0,0,15,1,0,4,6,0,0,0,0,0,0,95,Adamawa,62,0,4,0,0,0,0,10,0,0,3,13,0,0,0,0,0,0,92,Adamawa,75,0,2,2,0,0,0,15,1,1,2,3,0,0,0,0,0,0,101,Adamawa,50,0,1,1,0,1,0,11,11,0,2,6,0,0,0,0,0,2,85,Adamawa,21,0,1,0,2,1,0,5,9,0,0,1,0,0,0,0,18,0,58,Adamawa,22,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,34,Adamawa,35,0,0,1,0,1,0,4,5,0,1,0,0,0,0,0,7,2,56,Adamawa,39,0,0,0,1,1,0,11,3,0,2,0,0,0,0,0,4,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akwa Ibom,15,0,0,0,2,0,0,1,4,0,1,0,0,0,0,1,0,0,24,Akwa Ibom,15,0,0,0,3,0,0,2,1,0,1,0,0,0,0,0,2,0,24,Akwa Ibom,10,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,1,17,Akwa Ibom,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,15,Akwa Ibom,12,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,2,23,Akwa Ibom,12,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16,Akwa Ibom,17,1,0,4,3,1,0,1,0,1,3,0,0,0,0,0,0,0,31,Akwa Ibom,20,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,26,Akwa Ibom,16,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,23,Akwa Ibom,4,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,11,Akwa Ibom,12,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anambra,43,0,3,0,9,0,0,4,0,0,6,1,0,1,0,0,6,10,83,Anambra,59,0,6,1,21,0,0,6,1,0,4,1,0,0,0,0,9,1,109,Anambra,37,0,2,4,38,0,0,6,1,0,6,0,1,0,0,0,5,0,100,Anambra,20,0,4,1,32,0,0,5,1,0,9,56,0,3,0,0,3,12,146,Anambra,24,0,1,3,12,0,0,8,0,3,6,2,0,1,0,1,0,3,64,Anambra,24,0,1,0,7,0,0,8,0,0,2,3,0,0,0,1,0,0,46,Anambra,7,0,0,1,11,0,0,3,0,0,2,1,0,0,0,0,5,0,30,Anambra,19,0,1,1,12,1,0,4,0,1,4,0,0,1,0,0,4,3,51,Anambra,21,1,2,5,12,0,0,0,0,0,0,0,0,0,0,0,2,5,48,Anambra,8,0,0,3,1,0,0,2,0,0,2,0,0,0,0,0,1,2,19,Anambra,11,0,1,1,8,1,0,7,0,0,0,0,0,0,0,1,4,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bauchi,74,0,11,3,0,5,2,21,7,2,4,3,0,0,0,0,8,0,140,Bauchi,77,0,16,3,0,0,1,18,15,1,4,2,1,0,0,0,14,1,153,Bauchi,55,0,8,5,0,2,0,17,7,0,5,5,1,0,0,0,7,0,112,Bauchi,69,0,7,7,0,2,1,15,6,1,8,0,4,0,1,0,5,1,127,Bauchi,124,2,18,2,0,9,1,29,21,5,9,9,2,0,0,1,8,7,247,Bauchi,90,0,8,2,0,2,0,19,17,5,11,3,0,0,0,0,7,1,165,Bauchi,62,0,7,3,2,0,0,6,3,7,4,1,0,0,0,0,9,3,107,Bauchi,98,0,14,2,1,3,1,10,15,7,3,4,0,0,0,1,7,8,174,Bauchi,72,0,4,2,2,1,2,9,11,5,2,2,0,0,0,1,6,42,161,Bauchi,79,0,12,3,2,2,1,24,5,2,4,4,0,0,0,0,7,10,155,Bauchi,80,0,21,8,0,1,0,8,4,0,2,2,0,0,0,0,3,4,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayelsa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bayelsa,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,Bayelsa,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,10,Bayelsa,16,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,22,Bayelsa,16,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,Bayelsa,29,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,35,Bayelsa,21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23,Bayelsa,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Bayelsa,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,Bayelsa,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,Bayelsa,3,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benue,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,Benue,46,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,54,Benue,63,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,69,Benue,37,0,0,0,1,0,0,2,7,0,0,0,0,1,0,0,0,5,53,Benue,34,1,2,0,0,0,0,3,4,1,1,0,0,1,0,0,0,4,51,Benue,55,2,2,3,3,0,0,4,4,1,2,2,1,0,0,0,0,1,80,Benue,51,1,6,1,3,0,1,11,8,0,0,1,0,1,0,0,0,6,90,Benue,49,0,3,0,6,0,0,8,1,0,2,0,0,0,0,0,0,4,73,Benue,52,0,7,1,3,0,0,0,0,0,4,1,0,1,0,0,0,8,77,Benue,19,0,1,2,1,0,0,3,1,0,4,1,0,0,0,0,0,5,37,Benue,47,0,2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borno,11,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,Borno,31,0,3,0,0,0,0,2,5,0,2,1,0,0,0,0,2,0,46,Borno,7,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,24,Borno,9,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,16,Borno,13,0,1,1,0,1,0,2,1,0,1,0,0,0,0,0,1,0,21,Borno,15,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,Borno,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,Borno,10,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,9,1,26,Borno,5,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,25,8,47,Borno,6,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,9,1,26,Borno,20,0,10,2,0,0,0,5,3,0,1,0,0,0,0,0,13,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross River,23,0,1,2,1,1,0,2,3,1,0,4,0,0,0,0,0,1,39,Cross River,17,0,0,2,2,0,0,5,3,0,0,0,0,0,0,0,0,2,31,Cross River,17,1,2,1,5,0,0,4,1,0,0,1,0,0,0,0,1,1,34,Cross River,24,0,5,1,1,0,0,7,0,0,0,0,0,0,0,1,0,1,40,Cross River,48,0,2,1,3,2,0,6,3,0,2,2,0,0,0,0,0,1,70,Cross River,13,0,1,0,2,0,0,1,1,0,1,2,0,0,0,0,0,2,23,Cross River,20,0,1,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,36,Cross River,26,0,0,1,2,0,0,4,0,1,0,0,0,0,0,0,0,0,34,Cross River,27,0,0,1,6,0,0,2,1,0,1,0,0,0,0,0,0,13,51,Cross River,12,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,15,Cross River,25,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta,70,0,10,0,4,0,0,8,1,0,1,0,0,0,0,0,17,0,111,Delta,68,1,6,2,7,0,0,5,3,0,2,0,0,0,0,0,11,3,108,Delta,46,0,6,1,5,0,0,3,0,0,0,0,0,0,0,0,10,1,72,Delta,30,0,2,4,2,0,2,3,0,0,6,0,2,0,0,0,15,0,66,Delta,29,0,7,4,1,1,0,1,3,0,6,0,2,0,0,0,17,0,71,Delta,51,0,13,4,6,1,0,6,2,0,2,0,0,0,0,0,21,0,106,Delta,35,0,12,5,3,0,1,6,3,0,2,0,1,1,0,2,24,1,96,Delta,13,0,7,1,2,1,1,1,1,0,5,1,2,0,0,2,0,5,42,Delta,27,0,4,0,5,2,0,0,0,2,6,0,1,0,0,0,2,7,56,Delta,15,0,7,0,0,1,0,2,0,0,0,0,2,0,0,0,7,0,34,Delta,14,1,6,0,6,0,0,4,1,0,0,0,2,1,0,0,5,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebonyi,9,0,8,0,0,0,0,6,3,0,0,0,0,0,0,0,3,0,29,Ebonyi,13,0,6,0,0,0,0,5,0,0,2,0,0,0,0,0,6,0,32,Ebonyi,20,0,6,0,0,0,0,4,0,0,1,0,0,0,0,0,2,2,35,Ebonyi,19,0,4,2,0,0,0,4,0,0,1,0,0,0,0,0,0,5,35,Ebonyi,16,0,2,0,1,0,0,4,4,0,2,0,0,0,0,0,1,3,33,Ebonyi,20,0,2,0,0,0,0,12,2,0,1,0,0,0,0,0,3,0,40,Ebonyi,11,0,3,0,1,0,0,5,1,0,1,0,0,0,0,0,1,3,26,Ebonyi,34,0,6,1,1,0,0,6,1,0,4,0,0,0,0,0,5,9,67,Ebonyi,16,0,11,2,1,0,0,1,0,0,1,0,0,0,0,0,4,25,61,Ebonyi,28,0,2,2,0,1,0,2,1,0,0,0,0,1,0,0,0,16,53,Ebonyi,35,0,4,1,2,1,0,2,2,0,5,0,0,0,0,0,0,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edo,77,0,9,2,2,2,0,4,5,0,1,0,0,0,0,0,0,0,102,Edo,68,0,2,1,2,0,0,5,4,0,6,0,0,0,0,0,0,1,89,Edo,61,0,3,2,4,0,0,9,1,0,1,0,0,0,0,0,0,0,81,Edo,68,0,2,3,7,0,0,11,1,0,0,0,0,0,0,0,5,1,98,Edo,61,0,1,0,6,0,0,3,2,0,0,0,0,0,0,0,14,0,87,Edo,80,0,4,2,16,0,0,9,0,0,2,1,0,0,0,0,7,0,121,Edo,55,0,5,1,11,0,0,5,3,0,3,0,0,0,0,0,7,0,90,Edo,44,0,4,0,11,1,0,4,3,0,6,0,1,0,0,1,17,5,97,Edo,10,0,5,5,18,2,0,1,0,2,2,0,0,1,0,0,25,27,98,Edo,25,0,6,11,9,2,0,4,3,0,0,0,0,0,0,0,33,1,94,Edo,35,0,2,0,24,0,0,4,1,0,1,0,0,0,0,0,27,3,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekiti,23,0,1,0,4,0,0,7,2,0,1,1,0,1,0,0,4,2,46,Ekiti,29,0,1,1,4,0,0,1,0,0,0,0,0,1,0,0,4,0,41,Ekiti,39,0,2,0,1,1,0,1,4,1,0,1,0,0,0,0,10,0,60,Ekiti,30,0,0,0,6,0,0,3,2,3,1,0,0,1,0,0,14,0,60,Ekiti,18,0,0,0,5,0,0,1,0,0,5,0,0,0,0,0,9,0,38,Ekiti,19,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3,1,27,Ekiti,54,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,1,0,61,Ekiti,38,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,42,Ekiti,11,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,14,30,Ekiti,39,0,1,2,4,0,0,0,1,0,1,0,0,1,0,0,1,0,50,Ekiti,38,2,1,0,4,0,0,2,0,0,0,1,0,0,0,0,1,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enugu,10,0,0,1,10,0,0,2,3,0,1,0,0,0,0,0,21,0,48,Enugu,3,0,4,3,7,0,0,5,7,0,5,0,0,0,0,0,41,0,75,Enugu,8,0,9,2,4,1,0,9,4,0,2,0,0,0,0,0,39,0,78,Enugu,45,0,6,1,21,0,0,7,2,0,1,0,0,0,0,0,17,0,100,Enugu,24,0,8,0,14,0,0,2,1,0,0,0,0,0,0,0,13,1,63,Enugu,18,0,1,0,17,1,0,4,0,0,0,1,0,0,0,0,20,1,63,Enugu,28,0,1,2,9,0,0,6,6,0,2,0,0,0,0,0,18,3,75,Enugu,17,0,4,1,9,1,0,0,0,0,4,0,0,0,0,0,10,6,52,Enugu,33,0,2,2,17,1,0,0,1,0,3,0,0,1,0,0,2,11,73,Enugu,28,0,0,0,7,0,0,1,3,0,2,0,0,0,0,0,4,3,48,Enugu,26,0,4,0,22,0,0,8,3,0,3,0,0,0,0,0,0,2,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCT,284,1,18,4,7,1,4,13,18,0,18,2,0,1,0,2,91,16,480,FCT,158,0,17,4,7,2,0,1,36,0,34,1,0,1,0,0,125,14,400,FCT,135,0,10,4,6,0,0,1,22,0,15,9,0,2,0,0,144,8,356,FCT,260,0,12,0,3,2,0,5,19,1,25,4,0,0,0,2,87,16,436,FCT,172,0,8,3,4,0,3,6,31,0,15,5,2,0,0,0,74,5,328,FCT,240,0,27,3,4,0,0,4,33,0,24,3,2,2,0,1,65,30,438,FCT,425,0,36,16,4,3,2,18,49,0,75,3,0,1,0,2,188,20,842,FCT,369,5,11,5,26,12,7,14,31,0,33,5,0,0,0,2,156,23,699,FCT,120,5,18,9,17,5,5,5,41,0,36,3,3,0,0,158,195,244,864,FCT,300,0,21,6,11,2,3,3,33,5,27,5,0,0,2,6,179,13,616,FCT,285,1,11,8,6,0,3,1,19,6,13,8,0,1,2,0,136,2,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gombe,59,1,2,1,1,0,0,7,8,0,1,0,0,0,0,0,4,0,84,Gombe,33,0,9,7,2,3,0,2,11,0,4,2,0,0,0,0,9,0,82,Gombe,40,0,1,0,2,6,0,3,26,0,5,3,0,0,0,0,21,0,107,Gombe,38,3,5,1,1,0,0,7,8,0,3,5,0,1,0,0,11,0,83,Gombe,44,5,7,0,0,5,0,5,27,1,2,4,0,0,0,0,12,0,112,Gombe,53,0,4,3,0,0,2,9,7,2,3,0,0,0,0,0,14,0,97,Gombe,43,2,7,2,0,5,0,3,13,0,2,1,0,0,0,0,16,0,94,Gombe,19,1,2,2,2,6,0,0,21,0,0,0,0,0,0,0,18,3,74,Gombe,33,0,3,7,1,3,0,0,18,0,2,0,0,0,0,0,19,50,136,Gombe,47,2,0,1,0,0,0,0,14,0,4,0,0,0,0,0,18,1,87,Gombe,40,0,4,2,2,0,0,4,11,0,2,1,0,0,0,0,4,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imo,11,0,3,0,1,0,0,1,4,1,0,1,0,0,0,0,2,0,24,Imo,5,0,3,1,2,0,0,3,0,0,0,0,0,0,0,0,2,0,16,Imo,6,0,5,0,3,0,0,1,3,0,2,1,0,0,0,0,3,0,24,Imo,10,0,2,1,4,0,0,3,3,0,2,0,0,1,0,0,1,0,27,Imo,20,0,2,0,5,0,0,3,5,1,2,0,0,0,0,0,0,0,38,Imo,5,0,3,0,7,0,0,1,1,0,0,0,0,0,0,0,10,0,27,Imo,6,0,1,0,3,0,0,0,6,0,0,0,0,0,0,0,10,0,26,Imo,3,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,5,4,19,Imo,6,0,1,0,3,0,0,0,7,0,0,0,0,0,0,0,3,6,26,Imo,8,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,14,Imo,16,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
